,id,income,recency,wines,fruits,meat,fish,sweets,gold,customers_engagement,age,kids,total_amount_spent,marital_status,education
720,5114,74806.0,1,670,9,249,0,28,9,2,49,1,965,In relationship,PG
721,4990,59111.0,90,524,0,134,28,28,155,1,60,0,869,In relationship,PG
722,4329,18988.0,43,6,0,6,2,1,1,0,30,1,16,In relationship,PG
723,10936,72190.0,79,597,166,597,172,166,249,1,49,0,1947,In relationship,PG
724,4692,7500.0,19,7,0,12,13,7,32,2,38,1,71,In relationship,PG
725,7212,44794.0,99,54,0,7,0,0,4,0,48,1,65,In relationship,PG
726,6086,80395.0,62,445,25,706,80,76,48,1,59,0,1380,In relationship,PG
727,437,75012.0,41,294,142,218,164,58,151,0,38,0,1027,Single,PG
728,11171,56962.0,60,292,3,77,10,3,26,1,49,3,411,In relationship,PG
729,11101,89891.0,17,412,22,132,59,28,183,1,23,0,836,In relationship,PG
730,5329,35946.0,24,8,0,3,0,0,0,1,65,2,11,Single,PG
731,610,53593.0,60,349,4,78,6,0,43,2,61,2,480,In relationship,PG
732,9384,66373.0,57,328,9,124,12,24,109,1,36,2,606,In relationship,PG
733,5956,45072.0,74,144,2,99,7,2,30,1,66,3,284,Single,PG
734,10430,89694.0,22,1126,28,211,37,28,42,1,41,2,1472,Single,PG
735,7875,72025.0,46,967,0,617,43,50,0,0,65,0,1677,In relationship,PG
736,7072,67432.0,69,432,79,341,177,136,170,1,41,1,1335,In relationship,PG
737,6255,70545.0,29,138,39,63,55,18,21,0,62,1,334,In relationship,PG
738,6516,17487.0,37,0,0,1,7,4,6,1,25,1,18,In relationship,UG
739,5564,62882.0,26,509,133,497,78,24,97,2,45,1,1338,In relationship,PG
740,5682,64108.0,8,948,10,86,13,21,21,1,61,1,1099,Single,PG
741,7458,34941.0,26,39,2,25,4,3,24,1,58,2,97,In relationship,PG
742,5237,48767.0,79,28,1,21,3,0,10,0,64,3,63,Single,PG
743,7761,38702.0,71,13,11,24,13,8,40,1,36,1,109,In relationship,PG
744,5278,82224.0,83,307,26,360,138,31,40,0,50,0,902,In relationship,PG
745,3560,83844.0,57,901,31,345,75,31,191,1,62,0,1574,In relationship,PG
746,7235,17003.0,37,2,5,12,4,8,7,1,39,1,38,In relationship,PG
747,10548,71163.0,30,283,17,372,138,106,44,0,19,0,960,Single,PG
748,2281,33697.0,34,4,3,7,0,3,11,1,44,1,28,Single,PG
749,4073,63564.0,0,769,80,252,15,34,65,0,60,0,1215,In relationship,PG
750,6974,83443.0,89,518,42,742,55,56,84,1,42,0,1497,In relationship,PG
751,7938,51518.0,92,350,8,66,17,4,4,1,56,1,449,In relationship,PG
752,7094,58330.0,87,445,53,213,104,98,151,1,39,1,1064,Single,PG
753,3667,80952.0,20,778,178,689,41,27,44,1,45,0,1757,In relationship,PG
754,7723,75507.0,56,709,93,374,104,80,80,0,35,0,1440,In relationship,PG
755,3870,63855.0,28,359,35,314,93,116,89,1,36,0,1006,In relationship,PG
756,4012,62220.0,55,799,12,375,16,12,12,2,42,1,1226,In relationship,PG
757,5909,58512.0,25,895,10,101,13,0,152,1,50,1,1171,In relationship,PG
758,10470,40662.0,0,40,2,23,0,4,23,1,35,1,92,In relationship,PG
759,6488,38829.0,86,76,0,7,0,0,16,0,55,1,99,In relationship,PG
760,10270,35523.0,8,11,5,22,12,5,11,1,33,1,66,In relationship,PG
761,6887,79146.0,33,245,16,223,21,43,16,0,47,2,564,Single,PG
762,6406,78285.0,13,647,107,391,175,67,40,1,26,0,1427,In relationship,PG
763,7573,31626.0,12,39,1,9,2,1,34,1,36,1,86,Single,PG
764,4508,75127.0,92,203,35,305,46,17,227,0,62,0,833,Single,PG
765,221,48726.0,90,138,3,38,4,0,59,1,59,1,242,In relationship,PG
766,5331,74985.0,8,587,51,898,247,0,86,2,37,0,1869,In relationship,PG
767,1911,67430.0,6,595,97,291,127,133,121,2,27,0,1364,In relationship,PG
768,20,46891.0,91,43,12,23,29,15,61,1,49,1,183,In relationship,PG
769,8786,62058.0,52,301,7,74,10,0,58,1,58,1,450,In relationship,PG
770,10582,72063.0,3,180,32,348,76,32,90,1,35,1,758,In relationship,PG
771,1915,78939.0,57,794,115,243,150,0,205,1,63,0,1507,In relationship,PG
772,8897,42720.0,9,392,5,91,28,26,112,1,49,2,654,Single,PG
773,2371,33622.0,22,39,1,22,3,4,12,1,42,2,81,In relationship,PG
774,4303,6835.0,76,107,2,12,2,2,12,2,57,1,137,In relationship,PG
775,6825,41452.0,86,13,0,3,0,0,0,1,61,2,16,In relationship,PG
776,1072,40760.0,64,70,0,17,0,0,6,1,49,1,93,Single,PG
777,4964,74250.0,90,680,11,392,75,0,0,0,56,0,1158,In relationship,PG
778,2461,51124.0,79,26,1,11,0,1,4,1,59,2,43,Single,PG
779,10736,72258.0,28,522,0,522,227,120,134,1,43,1,1525,Single,PG
780,3194,71466.0,86,412,12,546,78,182,0,0,40,0,1230,Single,PG
781,10839,36283.0,42,6,5,5,8,0,5,0,38,2,29,In relationship,PG
782,49,20587.0,39,2,3,6,4,1,9,0,44,1,25,Single,PG
783,4290,30467.0,8,1,3,8,2,5,5,0,42,1,24,In relationship,PG
784,10219,31590.0,40,6,2,15,6,6,3,1,42,1,38,In relationship,PG
785,4211,20425.0,5,4,12,5,3,16,17,2,28,1,57,In relationship,UG
786,1135,17144.0,96,18,2,19,0,2,6,0,54,2,47,In relationship,PG
787,6299,42564.0,28,324,48,186,39,18,198,1,46,1,813,Single,PG
788,10846,43783.0,22,327,9,125,25,4,139,0,36,1,629,In relationship,PG
789,347,40780.0,30,229,27,71,13,3,34,2,38,1,377,Single,PG
790,6543,62847.0,45,521,168,706,80,76,61,1,69,0,1612,In relationship,PG
791,10446,82017.0,58,184,23,446,30,23,23,2,57,0,729,In relationship,PG
792,3479,16813.0,49,4,8,11,12,2,13,1,64,0,50,Single,PG
793,11075,51267.0,37,183,2,64,7,2,12,1,36,2,270,In relationship,PG
794,4442,46524.0,70,31,19,35,26,14,52,1,53,1,177,Single,PG
795,199,45183.0,33,219,3,60,12,9,12,1,52,0,315,Single,PG
796,6722,70421.0,98,479,28,136,75,14,35,0,60,1,767,In relationship,PG
797,796,60161.0,17,584,44,212,46,8,177,2,49,1,1071,Single,PG
798,3749,73926.0,54,627,91,597,159,91,15,1,41,0,1580,In relationship,PG
799,8523,19329.0,39,24,1,16,12,2,5,1,46,1,60,In relationship,PG
800,310,61872.0,81,330,5,159,36,27,16,1,44,1,573,In relationship,PG
801,8629,46984.0,71,19,1,10,2,1,8,1,58,2,41,Single,PG
802,236,34838.0,62,28,23,29,29,14,47,1,63,2,170,In relationship,PG
803,9930,82716.0,8,606,148,228,15,148,22,1,70,0,1167,Single,PG
804,3483,48192.0,76,1039,43,204,153,58,29,1,56,0,1526,In relationship,PG
805,4599,49681.0,66,411,0,26,0,0,21,1,38,2,458,In relationship,PG
806,7326,56850.0,83,34,1,19,2,7,0,0,43,1,63,In relationship,PG
807,7352,55267.0,28,161,28,136,32,3,45,1,57,1,405,In relationship,PG
808,2350,59666.0,87,623,53,178,23,17,133,1,42,2,1027,In relationship,PG
809,9145,72504.0,43,604,26,470,123,161,94,1,42,1,1478,Single,PG
810,2964,26872.0,0,3,10,8,3,16,32,1,33,0,72,In relationship,PG
811,5585,21359.0,1,12,2,17,6,1,10,1,42,1,48,Single,PG
812,9687,73170.0,1,184,174,256,50,30,32,0,39,0,726,Single,PG
813,3732,52750.0,72,393,0,239,90,69,69,1,59,1,860,In relationship,PG
814,6303,91820.0,72,410,73,747,76,161,30,1,28,0,1497,In relationship,PG
815,11176,65968.0,12,376,9,83,19,4,4,0,44,1,495,In relationship,PG
816,2986,30772.0,89,7,2,4,2,1,4,0,38,2,20,In relationship,PG
817,7462,22507.0,67,68,0,226,51,157,68,2,60,0,570,Single,PG
818,3900,65685.0,54,642,14,49,0,7,57,0,42,1,769,In relationship,PG
819,7034,25804.0,34,8,7,9,13,6,12,1,36,1,55,In relationship,PG
820,9493,76412.0,15,840,53,804,23,71,17,1,34,0,1808,Single,PG
821,1143,22063.0,43,7,10,13,3,11,11,1,42,1,55,In relationship,PG
822,1,57091.0,0,464,5,64,7,0,37,0,53,0,577,Single,PG
823,3855,22419.0,74,30,3,47,19,21,42,1,51,0,162,In relationship,PG
824,5536,87771.0,61,1492,38,287,50,57,33,1,55,1,1957,In relationship,PG
825,5989,78353.0,51,752,122,476,39,153,34,1,55,1,1576,Single,PG
826,9499,93404.0,97,1279,15,287,20,0,15,1,60,3,1616,In relationship,PG
827,6768,37859.0,75,22,1,8,2,1,2,1,52,3,36,Single,PG
828,2150,80995.0,83,860,28,409,73,56,56,1,56,1,1482,Single,PG
829,6646,16529.0,23,3,0,5,13,0,1,0,30,1,22,In relationship,PG
830,4887,55412.0,65,10,5,28,11,1,8,1,38,2,63,Single,PG
831,8560,48789.0,94,351,16,156,7,5,145,2,22,0,680,Single,PG
832,3321,56575.0,42,421,5,90,0,16,10,1,47,2,542,In relationship,PG
833,11003,25130.0,10,2,5,7,0,18,18,1,34,1,50,In relationship,PG
834,10402,35441.0,94,25,1,9,2,1,1,1,47,2,39,In relationship,PG
835,9904,71391.0,50,336,123,274,46,123,141,1,58,1,1043,In relationship,PG
836,6141,49494.0,46,191,9,97,0,6,82,1,42,1,385,Single,PG
837,5687,81702.0,98,563,50,774,28,31,187,2,34,0,1633,Single,PG
838,10856,45889.0,42,31,0,6,0,1,8,1,34,1,46,Single,PG
839,5121,56628.0,30,479,5,82,7,17,171,0,37,1,761,Single,PG
840,4186,34026.0,11,18,6,15,12,8,17,1,64,2,76,In relationship,PG
841,368,40049.0,61,91,65,52,10,44,28,2,40,1,290,In relationship,PG
842,3312,34176.0,12,5,7,24,19,14,20,0,26,1,89,Single,PG
843,11121,19419.0,76,2,14,28,16,3,7,2,33,1,70,In relationship,PG
844,5332,82504.0,2,362,50,431,134,35,54,1,54,0,1066,In relationship,PG
845,5848,81205.0,43,724,74,929,97,55,130,0,44,0,2009,In relationship,PG
846,10343,61618.0,27,605,91,399,0,45,205,2,23,0,1345,Single,PG
847,5935,55284.0,60,547,7,140,0,7,63,2,58,1,764,Single,PG
848,2895,49980.0,79,104,1,54,13,9,14,1,51,1,195,Single,PG
849,10262,15072.0,96,8,2,15,0,10,18,1,34,2,53,In relationship,PG
850,7848,49166.0,17,224,2,25,7,0,110,1,40,1,368,Single,PG
851,9477,65324.0,0,384,0,102,21,32,5,0,60,1,544,In relationship,PG
852,4856,82347.0,38,556,54,845,202,133,63,2,57,0,1853,In relationship,PG
853,7186,30843.0,43,24,0,2,0,0,9,0,48,2,35,In relationship,PG
854,5794,46374.0,1,408,0,21,0,0,17,0,40,1,446,In relationship,PG
855,1456,60474.0,25,265,199,303,234,9,170,1,35,1,1180,Single,PG
856,4877,38576.0,2,34,0,7,0,0,0,0,41,1,41,In relationship,PG
857,425,55357.0,66,374,64,116,84,25,64,1,29,2,727,In relationship,PG
858,3007,37758.0,49,27,2,10,0,0,1,2,48,2,40,In relationship,PG
859,1031,85710.0,5,600,20,350,29,30,33,1,25,0,1062,In relationship,PG
860,4297,23228.0,71,13,2,18,6,1,0,0,45,1,40,In relationship,PG
861,807,44602.0,35,167,2,89,0,0,34,0,45,2,292,In relationship,PG
862,9553,7500.0,94,0,2,3,4,1,5,1,27,0,15,In relationship,PG
863,4271,38683.0,80,46,35,69,84,41,66,2,25,1,341,In relationship,PG
864,4120,49514.0,61,88,39,78,58,13,93,1,39,1,369,Single,PG
865,2036,57906.0,29,243,11,119,10,3,15,1,41,1,401,In relationship,PG
866,115,43456.0,0,275,11,68,25,7,7,1,48,1,393,Single,PG
867,4259,19485.0,80,6,0,4,0,0,0,1,28,2,10,Single,PG
868,8687,53172.0,54,121,62,90,68,20,125,1,36,1,486,In relationship,PG
869,2447,30545.0,71,4,12,15,19,7,12,2,35,1,69,In relationship,PG
870,10140,70123.0,27,1308,0,396,23,0,0,1,31,0,1727,In relationship,PG
871,9353,62450.0,61,515,47,267,62,66,38,0,55,1,995,Single,PG
872,3623,21675.0,55,4,0,16,17,4,4,0,38,1,45,In relationship,PG
873,738,42395.0,35,48,13,57,24,15,25,0,33,2,182,Single,PG
874,7631,61346.0,34,562,58,168,43,16,142,1,36,1,989,In relationship,PG
875,4789,80812.0,95,769,22,500,210,143,33,1,61,0,1677,In relationship,PG
876,773,42835.0,64,379,4,93,12,9,98,1,43,2,595,Single,PG
877,10602,39922.0,30,29,12,59,19,1,36,1,31,1,156,In relationship,PG
878,1446,86424.0,12,387,68,569,89,45,68,0,58,0,1226,Single,PG
879,3270,17117.0,96,12,23,38,30,18,7,1,36,1,128,In relationship,PG
880,8443,24762.0,16,6,10,12,3,15,40,0,42,1,86,Single,PG
881,9653,35797.0,16,27,1,14,4,1,21,2,39,1,68,In relationship,PG
882,8916,36627.0,78,9,1,5,0,0,1,1,39,2,16,Single,PG
883,8017,51111.0,83,22,0,19,6,5,3,0,33,2,55,In relationship,PG
884,5830,86857.0,96,899,102,838,133,102,40,2,42,0,2114,Single,PG
885,4597,82072.0,67,889,55,685,168,92,129,1,44,0,2018,In relationship,PG
886,7023,46231.0,87,189,2,55,0,5,12,2,61,3,263,Single,PG
887,8086,42243.0,34,48,0,2,0,0,5,1,55,2,55,In relationship,PG
888,8825,51195.0,46,230,14,156,82,24,58,1,52,2,564,In relationship,PG
889,2930,68092.0,7,852,60,207,78,36,48,1,36,0,1281,Single,PG
890,1928,31814.0,73,35,3,20,4,1,20,1,41,1,83,In relationship,PG
891,7108,51390.0,54,205,20,47,23,2,56,2,49,2,353,Single,PG
892,10925,76630.0,93,255,31,446,40,56,175,0,31,0,1003,In relationship,PG
893,9960,26868.0,52,0,0,1,8,3,2,0,23,1,14,Single,UG
894,8800,48948.0,53,437,8,206,160,49,42,1,71,0,902,Single,PG
895,9224,55260.0,81,825,8,53,11,0,242,2,42,1,1139,Single,PG
896,5519,64090.0,8,316,58,161,76,51,135,1,58,1,797,In relationship,PG
897,5046,78331.0,97,756,138,354,160,169,61,0,56,1,1638,Single,PG
898,7037,37087.0,50,194,55,134,15,0,3,1,40,1,401,In relationship,PG
899,905,21846.0,38,7,17,18,6,10,26,1,28,1,84,Single,PG
900,8624,81320.0,61,183,33,493,59,103,57,1,56,0,928,In relationship,PG
901,8945,54137.0,46,171,0,11,0,1,20,1,44,1,203,Single,PG
902,6445,66825.0,73,243,101,405,29,40,40,1,47,0,858,In relationship,PG
903,2727,57100.0,19,181,21,69,39,3,96,1,41,0,409,In relationship,PG
904,6404,58917.0,10,151,7,89,0,7,28,1,45,3,282,In relationship,PG
905,11074,85072.0,94,494,92,391,194,11,241,0,37,0,1423,Single,PG
906,10150,86429.0,10,464,28,873,29,18,37,1,53,0,1449,Single,PG
907,1968,45684.0,37,5,1,5,10,0,7,1,43,1,28,Single,PG
908,6534,47889.0,94,29,0,29,0,5,4,0,40,1,67,In relationship,PG
909,9485,45921.0,23,102,9,49,24,3,12,0,28,0,199,In relationship,PG
910,7053,78420.0,75,604,28,674,91,28,28,1,48,0,1453,Single,PG
911,4654,75114.0,40,571,12,523,63,60,24,1,22,0,1253,In relationship,PG
912,9760,52278.0,24,953,0,71,0,0,174,1,51,1,1198,Single,PG
913,1048,35641.0,11,63,3,67,8,9,28,1,42,1,178,In relationship,PG
914,10619,95529.0,29,770,29,890,250,27,24,2,20,0,1990,Single,PG
915,9308,62820.0,51,398,61,265,138,61,53,1,60,0,976,In relationship,PG
916,10505,73113.0,86,741,19,154,50,9,28,1,54,0,1001,In relationship,PG
917,8362,84169.0,9,1478,19,403,0,19,0,1,32,0,1919,In relationship,PG
918,2625,42607.0,30,156,29,56,30,32,47,1,60,1,350,Single,PG
919,4637,74637.0,73,960,64,464,146,0,16,1,60,0,1650,Single,PG
920,9972,46015.0,25,38,0,2,0,0,6,0,59,2,46,In relationship,PG
921,4483,72354.0,67,315,26,473,220,12,182,1,21,0,1228,Single,PG
922,4487,39858.0,67,15,20,25,2,7,26,1,45,1,95,Single,PG
923,4988,34469.0,58,19,6,20,0,5,12,0,66,2,62,In relationship,PG
924,8931,83033.0,82,812,99,431,237,149,33,0,28,1,1761,In relationship,PG
925,5871,24401.0,98,73,28,217,10,24,115,2,35,0,467,In relationship,PG
926,2008,77583.0,93,372,23,384,250,12,108,0,36,0,1149,In relationship,PG
927,3139,74116.0,53,871,111,704,145,55,166,1,32,0,2052,Single,PG
928,10037,74293.0,66,375,152,335,93,91,81,0,21,0,1127,Single,PG
929,10673,68397.0,6,760,80,466,17,13,80,1,38,1,1416,In relationship,PG
930,5303,79632.0,42,471,0,510,99,21,12,0,40,0,1113,In relationship,PG
931,538,46107.0,78,31,9,27,16,9,33,0,25,1,125,Single,PG
932,7922,64950.0,29,819,0,72,12,0,63,2,63,1,966,Single,PG
933,5692,25443.0,82,1,4,3,8,9,7,2,25,1,32,In relationship,UG
934,4843,75127.0,92,203,35,305,46,17,227,0,62,0,833,Single,PG
935,6383,32892.0,78,26,0,15,2,1,2,0,43,1,46,In relationship,PG
936,1628,71796.0,54,354,21,311,167,75,32,1,43,0,960,In relationship,PG
937,1204,67536.0,45,1253,0,447,23,71,35,1,44,1,1829,In relationship,PG
938,3673,55239.0,59,371,17,238,23,24,106,1,43,1,779,Single,PG
939,760,60554.0,8,588,7,76,110,15,15,1,39,1,811,Single,PG
940,8957,64831.0,51,480,86,249,75,86,144,1,62,2,1120,Single,PG
941,4128,56067.0,51,517,12,54,16,6,120,1,52,1,725,In relationship,PG
942,6810,82025.0,76,267,98,606,48,70,98,1,31,0,1187,Single,PG
943,5386,94384.0,62,1111,24,790,160,45,172,1,61,0,2302,In relationship,PG
944,8700,14906.0,86,7,7,14,7,16,15,2,28,0,66,Single,UG
945,3202,51563.0,60,1166,0,48,0,0,36,2,27,0,1250,In relationship,PG
946,1328,57937.0,56,261,42,144,55,48,133,0,32,1,683,In relationship,PG
947,8405,68274.0,83,135,25,51,23,25,46,1,35,2,305,Single,PG
948,6515,39771.0,92,6,2,18,2,8,14,1,37,1,50,In relationship,PG
949,2882,67893.0,31,711,28,142,49,18,47,2,39,1,995,Single,PG
950,7574,27922.0,80,11,0,13,2,4,11,0,35,1,41,In relationship,PG
951,6387,52190.0,39,42,0,17,0,0,18,0,38,2,77,In relationship,PG
952,5320,44051.0,20,79,7,58,6,3,18,1,41,2,171,Single,PG
953,5048,42767.0,53,20,6,43,19,5,38,1,43,2,131,Single,PG
954,8146,46106.0,84,30,0,8,2,0,14,0,38,2,54,In relationship,PG
955,10031,16927.0,50,20,2,23,3,1,4,1,38,2,53,In relationship,PG
956,5748,59754.0,96,115,27,44,4,146,139,2,49,1,475,In relationship,PG
957,2134,53700.0,94,263,5,233,69,41,83,2,62,1,694,Single,PG
958,1523,59041.0,25,69,2,15,2,2,6,0,41,2,96,In relationship,PG
959,9665,54237.0,48,267,3,30,4,0,57,1,57,1,361,Single,PG
960,4640,70647.0,65,561,85,171,25,123,114,2,47,1,1079,Single,PG
961,3635,52597.0,69,492,0,37,7,0,42,0,52,1,578,Single,PG
962,3547,41021.0,12,14,7,9,6,16,12,2,45,1,64,In relationship,PG
963,2456,40233.0,84,80,4,46,0,17,2,1,39,1,149,In relationship,PG
964,5633,50183.0,47,97,12,84,13,10,15,0,34,2,231,In relationship,PG
965,7801,54753.0,87,197,107,227,7,59,131,1,55,1,728,In relationship,PG
966,10489,92955.0,35,693,21,925,31,24,84,1,41,0,1778,In relationship,PG
967,7011,33471.0,47,43,2,27,0,9,12,2,41,1,93,In relationship,PG
968,2620,34596.0,48,14,0,2,0,0,7,1,40,1,23,In relationship,PG
969,3933,44010.0,46,186,36,234,86,72,48,2,34,1,662,In relationship,PG
970,10981,84219.0,27,434,137,400,45,137,45,0,26,0,1198,In relationship,PG
971,1734,40706.0,37,59,0,11,4,2,5,1,46,3,81,In relationship,PG
972,10995,15716.0,8,16,5,30,8,7,26,2,26,1,92,In relationship,PG
973,6357,59052.0,29,230,35,75,63,57,31,1,55,1,491,Single,PG
974,9209,80573.0,85,829,138,430,60,92,15,2,43,0,1564,In relationship,PG
975,10286,83715.0,2,318,8,407,150,35,8,0,52,0,926,In relationship,PG
976,2611,82576.0,66,1206,55,445,168,18,18,2,55,0,1910,In relationship,PG
977,1600,56962.0,60,292,3,77,10,3,26,1,49,3,411,In relationship,PG
978,3308,35704.0,54,30,9,12,2,11,30,0,62,2,94,In relationship,PG
979,5407,53103.0,70,729,17,133,11,0,195,1,60,1,1085,In relationship,PG
980,2166,46779.0,55,12,1,3,0,0,7,1,54,2,23,Single,PG
981,3955,4861.0,20,2,1,1,1,0,1,0,49,0,6,Single,PG
982,6634,33462.0,78,22,3,18,0,0,11,1,35,1,54,Single,PG
983,3056,63693.0,63,587,43,337,42,87,54,1,36,1,1150,Single,PG
984,5718,80763.0,17,674,168,108,192,42,231,1,64,0,1415,In relationship,PG
985,6872,65352.0,43,284,3,84,4,7,23,1,40,1,405,In relationship,PG
986,8164,82170.0,13,1023,93,651,49,55,37,1,36,0,1908,In relationship,PG
987,4580,75759.0,46,1394,22,708,89,91,182,1,45,0,2486,In relationship,PG
988,9305,79689.0,65,311,26,640,180,37,121,1,38,0,1315,Single,PG
989,453,35340.0,1,27,0,12,0,1,5,0,58,2,45,Single,PG
990,8545,85683.0,6,1296,17,311,45,69,51,0,60,0,1789,Single,PG
991,9850,24884.0,32,3,6,7,0,0,3,2,42,1,19,In relationship,PG
992,7378,42021.0,34,393,5,136,7,5,27,2,33,1,573,In relationship,PG
993,7646,64449.0,70,218,63,282,137,35,70,0,25,1,805,Single,PG
994,1640,64587.0,49,66,0,16,0,6,20,0,60,2,108,Single,PG
995,5184,34824.0,65,4,2,11,2,0,4,0,19,0,23,Single,PG
996,8492,75437.0,25,795,0,545,95,58,0,1,36,0,1493,In relationship,PG
997,11188,26091.0,84,15,10,19,8,17,20,0,57,2,89,In relationship,PG
998,1212,52845.0,7,384,25,292,130,41,64,1,41,1,936,In relationship,PG
999,9097,46086.0,34,244,8,32,7,2,50,1,58,1,343,Single,PG
1000,10473,78028.0,38,158,19,288,25,0,38,2,58,1,528,Single,PG
1001,7962,95169.0,1,1285,21,449,106,20,20,1,27,0,1901,Single,PG
1002,9984,56337.0,25,349,16,144,28,5,182,1,33,2,724,In relationship,PG
1003,5527,22434.0,25,4,12,11,3,13,15,1,27,1,58,In relationship,PG
1004,6374,36930.0,50,223,2,31,0,2,39,1,60,1,297,In relationship,PG
1005,7453,36130.0,46,157,43,127,68,56,37,1,60,1,488,Single,PG
1006,8952,65569.0,96,397,46,288,20,38,70,2,61,1,859,In relationship,PG
1007,241,83844.0,57,901,31,345,75,31,191,1,62,0,1574,In relationship,PG
1008,8975,19514.0,47,14,3,21,2,1,28,0,46,2,69,In relationship,PG
1009,6119,36736.0,52,10,0,3,0,0,4,1,51,2,17,Single,PG
1010,5236,77568.0,30,1230,0,396,232,178,158,2,35,1,2194,In relationship,PG
1011,5723,49187.0,63,81,1,31,2,1,0,0,38,1,116,In relationship,PG
1012,1710,30168.0,51,154,20,66,0,12,27,1,36,1,279,Single,PG
1013,1970,34053.0,14,63,0,21,7,0,12,2,46,1,103,In relationship,PG
1014,5313,38196.0,20,30,0,11,0,0,3,0,43,2,44,In relationship,PG
1015,10634,59412.0,56,90,67,165,30,43,11,0,63,0,406,In relationship,PG
1016,7010,70924.0,41,635,114,254,132,152,76,0,49,0,1363,In relationship,PG
1017,8562,54165.0,72,127,4,73,15,6,11,1,45,0,236,In relationship,PG
1018,3158,32300.0,1,13,3,6,6,5,6,1,41,1,39,In relationship,PG
1019,4436,20180.0,27,18,42,24,15,20,18,1,38,0,137,Single,PG
1020,5287,34961.0,77,45,2,26,4,1,1,0,41,1,79,In relationship,PG
1021,2445,28440.0,87,38,1,24,0,0,0,1,40,1,63,In relationship,PG
1022,6059,64504.0,81,986,36,168,16,0,108,1,61,3,1314,In relationship,PG
1023,4550,33564.0,51,61,0,3,0,0,7,0,48,1,71,In relationship,PG
1024,4240,17345.0,79,4,9,16,17,0,12,2,36,1,58,In relationship,PG
1025,8911,56320.0,11,201,53,172,116,77,83,1,47,1,702,In relationship,PG
1026,3706,28647.0,54,19,8,29,0,12,26,1,36,1,94,Single,PG
1027,3628,15038.0,93,4,8,11,19,12,26,1,27,1,80,Single,UG
1028,10175,32173.0,0,18,0,2,0,0,2,1,56,1,22,Single,PG
1029,8985,68316.0,54,806,80,161,120,11,33,2,50,1,1211,In relationship,PG
1030,5204,74538.0,21,380,98,733,110,112,28,1,43,0,1461,In relationship,PG
1031,9220,91700.0,58,576,172,961,125,115,19,1,43,0,1968,Single,PG
1032,9888,68695.0,3,458,81,356,106,50,40,0,45,0,1091,In relationship,PG
1033,5263,31056.0,99,5,10,13,3,8,16,1,37,1,55,In relationship,PG
1034,1020,79593.0,70,350,60,568,110,133,145,0,41,0,1366,In relationship,PG
1035,9503,28071.0,65,39,33,130,41,26,44,2,34,0,313,Single,PG
1036,10613,37334.0,44,26,1,16,2,2,15,0,56,2,62,In relationship,PG
1037,67,46423.0,6,68,0,16,0,0,8,1,42,2,92,Single,PG
1038,6019,37126.0,9,45,3,9,4,4,7,0,43,1,72,In relationship,PG
1039,5863,47703.0,95,359,0,134,13,26,123,1,61,1,655,In relationship,PG
1040,3717,61180.0,70,403,24,29,6,24,218,0,55,1,704,In relationship,PG
1041,6730,38998.0,92,34,1,14,0,0,5,2,60,2,54,In relationship,PG
1042,10749,8028.0,62,73,18,66,7,12,2,2,23,0,178,Single,PG
1043,4998,76081.0,85,292,30,415,63,33,200,0,52,0,1033,In relationship,PG
1044,6287,34728.0,2,14,0,16,0,0,6,1,28,1,36,In relationship,PG
1045,5985,33168.0,0,80,1,37,0,1,3,2,49,1,122,Single,PG
1046,4754,33585.0,91,30,11,33,13,6,29,1,48,1,122,In relationship,PG
1047,4002,77037.0,3,463,96,333,168,53,10,1,54,1,1123,In relationship,PG
1048,8870,35196.0,68,75,12,141,43,39,187,2,30,1,497,In relationship,PG
1049,966,44529.0,98,538,13,91,17,6,26,1,48,1,691,In relationship,PG
1050,4767,70924.0,41,635,114,254,132,152,76,0,49,0,1363,In relationship,PG
1051,9725,28764.0,16,8,0,3,0,0,1,0,48,2,12,In relationship,PG
1052,4475,69098.0,82,1315,22,780,145,0,178,1,65,0,2440,In relationship,PG
1053,5740,25959.0,1,4,2,12,7,5,26,1,44,2,56,Single,PG
1054,5731,27100.0,64,12,0,13,2,0,10,1,31,1,37,In relationship,PG
1055,7290,70596.0,68,347,44,534,17,0,26,2,29,0,968,Single,PG
1056,3846,42557.0,98,192,5,53,0,5,15,2,40,1,270,In relationship,PG
1057,8104,53312.0,32,241,0,12,0,0,25,1,63,0,278,In relationship,PG
1058,4507,72228.0,87,631,28,491,30,14,56,2,62,0,1250,Single,PG
1059,11013,67605.0,84,336,28,282,184,54,54,1,27,0,938,In relationship,PG
1060,4491,62845.0,3,1099,0,45,0,0,34,2,65,2,1178,In relationship,PG
1061,3759,65196.0,34,743,19,181,12,0,200,1,56,2,1155,In relationship,PG
1062,1162,42000.0,23,124,83,267,85,59,35,1,27,0,653,Single,PG
1063,2055,35860.0,37,15,0,8,4,2,20,0,41,2,49,Single,PG
1064,10766,65526.0,22,397,19,69,12,0,9,0,50,1,506,In relationship,PG
1065,4415,16860.0,19,10,4,4,3,3,14,2,53,2,38,In relationship,PG
1066,3005,83528.0,7,530,117,678,134,44,147,0,22,0,1650,Single,PG
1067,2223,64176.0,52,1215,33,249,64,116,149,2,49,1,1826,Single,PG
1068,4817,22304.0,91,3,2,7,0,4,2,2,58,0,18,Single,PG
1069,2875,67023.0,93,444,44,382,11,8,17,0,36,0,906,In relationship,PG
